iata,name,city,state,country,latitude,longitude
36S,USBP,Happy Camp,CA,USA,41.79067944,-123.3889444
36U,USBP,Heber,UT,USA,40.48180556,-111.4288056
37T,USBP,Calico Rock,AR,USA,36.16565278,-92.14523611
37W,USBP,Erwin,NC,USA,35.37880028,-78.73362917
38A,USBP,Shaktoolik,AK,USA,64.36263194,-161.2025369
38S,USBP,Deer Lodge,MT,USA,46.38881583,-112.7669842
38U,USBP,Loa,UT,USA,38.36247972,-111.5960164
39N,USBP,Princeton,NJ,USA,40.39834833,-74.65760361
3A0,USBP,Grove Hill,AL,USA,31.68932389,-87.7613875
3A1,USBP,Cullman,AL,USA,34.26870833,-86.85833611
3A2,USBP,Tazewell,TN,USA,36.41008417,-83.55546167
3A3,USBP,Wadesboro,NC,USA,35.02397611,-80.08127333
3AU,USBP,Augusta,KS,USA,37.67162778,-97.07787222
3B0,USBP,Southbridge,MA,USA,42.10092806,-72.03840833
3B1,USBP,Greenville,ME,USA,45.46302778,-69.55161111
3B2,USBP,Marshfield,MA,USA,42.09824111,-70.67212083
3B9,USBP,Chester,CT,USA,41.38390472,-72.50589444
3BS,USBP,Midland,MI,USA,43.66291528,-84.261325
3CK,USBP,Lake In The Hills,IL,USA,42.20680306,-88.32304028
3CM,USBP,Bay City,MI,USA,43.54691667,-83.89550222
3CU,USBP,Cable,WI,USA,46.19424889,-91.24640972
3D2,USBP,Ephraim,WI,USA,45.13535778,-87.18586556
3D4,USBP,Frankfort,MI,USA,44.62506389,-86.20061944
3F3,USBP,Mansfield,LA,USA,32.07345972,-93.76551889
3F4,USBP,Vivian,LA,USA,32.86133333,-94.01015361
3F7,USBP,Bristow,OK,USA,35.80685278,-96.42185556
3FM,USBP,Fremont,MI,USA,43.43890528,-85.99478
3FU,USBP,Faulkton,SD,USA,45.03191861,-99.11566417
3G3,USBP,Wadsworth,OH,USA,41.00158222,-81.75513111
3G4,USBP,Ashland,OH,USA,40.90297222,-82.25563889
3G7,USBP,Williamson,NY,USA,43.23472222,-77.12097222
3GM,USBP,Grand Haven,MI,USA,43.03404639,-86.1981625
3I2,USBP,Point Pleasant,WV,USA,38.91463889,-82.09858333
3I7,USBP,Phillipsburg,OH,USA,39.91344194,-84.40030889
3J1,USBP,Ridgeland,SC,USA,32.49268694,-80.99233028
3J7,USBP,Greensboro,GA,USA,33.59766667,-83.139
3JC,USBP,Junction City,KS,USA,39.04327556,-96.84328694
3K3,USBP,Syracuse,KS,USA,37.99167972,-101.7462822
3K6,USBP,Troy/Marine/St. Louis,IL,USA,38.73290861,-89.80656722
3K7,USBP,Leoti,KS,USA,38.45696333,-101.3532161
3LC,USBP,Lincoln,IL,USA,40.15847222,-89.33497222
3LF,USBP,Litchfield,IL,USA,39.16635306,-89.67489694
3M7,USBP,Lafayette,TN,USA,36.518375,-86.05828083
3M8,USBP,Reform,AL,USA,33.38900611,-88.00557806
3M9,USBP,Warren,AR,USA,33.56044333,-92.08538861
3MY,USBP,Peoria,IL,USA,40.79525917,-89.6134025
3N6,USBP,Old Bridge,NJ,USA,40.32988667,-74.34678694
3N8,USBP,Mahnomen,MN,USA,47.25996056,-95.92809778
3ND0,USBP,Northwood,ND,USA,47.72423333,-97.59042222
3O1,USBP,Gustine,CA,USA,37.26271722,-120.9632586
3O3,USBP,Purcell,OK,USA,34.97979444,-97.38586167
3O4,USBP,Sayre,OK,USA,35.16755222,-99.65787361
3O5,USBP,Walters,OK,USA,34.37258444,-98.40588583
3O7,USBP,Hollister,CA,USA,36.89334528,-121.4102706
3O9,USBP,Afton,OK,USA,36.5775775,-94.86190028
3R0,USBP,Beeville,TX,USA,28.36455528,-97.79208194
3R1,USBP,Bay City,TX,USA,28.973255,-95.86345528
3R2,USBP,Crowley,LA,USA,30.16173611,-92.48396111
3R4,USBP,Many,LA,USA,31.54489667,-93.48645306
3R7,USBP,Jennings,LA,USA,30.24269333,-92.67344778
3S4,USBP,Illinois Valley (Cave Junction),OR,USA,42.10372417,-123.6822911
3S8,USBP,Grants Pass,OR,USA,42.51011722,-123.3879894
3S9,USBP,Condon,OR,USA,45.24651889,-120.1664233
3SG,USBP,Saginaw - H.Browne,MI,USA,43.43341028,-83.86245833
3SQ,USBP,St Charles,MO,USA,38.84866139,-90.50011833
3T3,USBP,Boyceville,WI,USA,45.042185,-92.0293475
3T5,USBP,La Grange,TX,USA,29.90930556,-96.9505
3TR,USBP,Niles,MI,USA,41.83590806,-86.22517611
3U3,USBP,Anaconda,MT,USA,46.15313278,-112.86784
3U7,USBP,Benchmark,MT,USA,47.48133194,-112.8697678
3U8,USBP,Big Sandy,MT,USA,48.16247972,-110.1132631
3V4,USBP,Fort Morgan,CO,USA,40.33423194,-103.8039508
3WO,USBP,Shawano,WI,USA,44.78777778,-88.56152444
3Y2,USBP,West Union,IA,USA,42.98508917,-91.79060417
3Y3,USBP,Winterset,IA,USA,41.36276778,-94.02106194
3Z9,USBP,Haines,AK,USA,59.23495111,-135.4407181
40J,USBP,Perry,FL,USA,30.06927778,-83.58058333
40N,USBP,Coatesville,PA,USA,39.97897222,-75.86547222
40U,USBP,Manila,UT,USA,40.98607,-109.6784811
41U,USBP,Manti,UT,USA,39.32912833,-111.6146397
42A,USBP,Melbourne,AR,USA,36.07079222,-91.82914667
42C,USBP,White Cloud,MI,USA,43.55974139,-85.77421944
42J,USBP,Keystone Heights,FL,USA,29.84475,-82.04752778
42S,USBP,Poplar,MT,USA,48.11595861,-105.1821928
43A,USBP,Star,NC,USA,35.38819528,-79.79281667
44B,USBP,Dover-Foxcroft,ME,USA,45.18338806,-69.2328225
44N,USBP,Millbrook,NY,USA,41.70742861,-73.73802889
45J,USBP,Rockingham,NC,USA,34.89107083,-79.75905806
45OH,USBP,North Bass Island,OH,USA,41.71932528,-82.82196917
45R,USBP,Kountze/Silsbee,TX,USA,30.33633806,-94.25754361
46A,USBP,Blairsville,GA,USA,34.85508722,-83.996855
46D,USBP,Carrington,ND,USA,47.45111111,-99.15111111
46N,USBP,Red Hook,NY,USA,41.98458333,-73.83596556
47A,USBP,Canton,GA,USA,34.31058333,-84.42391667
47J,USBP,Cheraw,SC,USA,34.71258333,-79.95794444
47N,USBP,Manville,NJ,USA,40.52438417,-74.59839194
47V,USBP,Curtis,NE,USA,40.63750778,-100.4712539
48A,USBP,Cochran,GA,USA,32.39936111,-83.27591667
48D,USBP,Clare,MI,USA,43.83111111,-84.74133333
48I,USBP,Sutton,WV,USA,38.68704444,-80.65176083
48K,USBP,Ness City,KS,USA,38.47110278,-99.90806667
48S,USBP,Harlem,MT,USA,48.56666472,-108.7729339
48V,USBP,Erie,CO,USA,40.010225,-105.047975
49A,USBP,Ellijay,GA,USA,34.62786417,-84.52492889
49T,USBP,Dallas,TX,USA,32.77333333,-96.80027778
49X,USBP,Chemehuevi Valley,CA,USA,34.52751083,-114.4310697
49Y,USBP,Preston,MN,USA,43.67676,-92.17973444
4A2,USBP,Atmautluak,AK,USA,60.86674556,-162.2731389
4A4,USBP,Cedartown,GA,USA,34.01869444,-85.14647222
4A5,USBP,Marshall,AR,USA,35.89893667,-92.65588611
4A6,USBP,Scottsboro,AL,USA,34.68897278,-86.0058125
4A7,USBP,Hampton,GA,USA,33.38911111,-84.33236111
4A9,USBP,Fort Payne,AL,USA,34.4728925,-85.72221722
4B0,USBP,South Bethlehem,NY,USA,42.56072611,-73.83395639
4B1,USBP,Duanesburg,NY,USA,42.75840889,-74.13290472
4B6,USBP,Ticonderoga,NY,USA,43.87700278,-73.41317639
4B7,USBP,Schroon Lake,NY,USA,43.86256083,-73.74262972
4B8,USBP,Plainville,CT,USA,41.69037667,-72.8648225
4B9,USBP,Simsbury,CT,USA,41.91676389,-72.77731778
4C8,USBP,Albia,IA,USA,40.99445361,-92.76297194
4D0,USBP,Grandledge,MI,USA,42.77420167,-84.73309806
4D9,USBP,Alma,NE,USA,40.11389972,-99.34565306
4F2,USBP,Carthage,TX,USA,32.17608333,-94.29880556
4F4,USBP,Gilmer,TX,USA,32.699,-94.94886111
4G1,USBP,Greenville,PA,USA,41.44683167,-80.39126167
4G2,USBP,Hamburg,NY,USA,42.7008925,-78.91475694
4G5,USBP,Woodsfield,OH,USA,39.77904472,-81.10277222
4G6,USBP,Hornell,NY,USA,42.38214444,-77.6821125
4G7,USBP,Fairmont,WV,USA,39.44816667,-80.16702778
4I0,USBP,Williamson,WV,USA,37.68760139,-82.26097306
4I3,USBP,Mount Vernon,OH,USA,40.32872222,-82.52377778
4I7,USBP,Greencastle,IN,USA,39.63359556,-86.8138325
4I9,USBP,Mt. Gilead,OH,USA,40.52452778,-82.85005556
4J1,USBP,Nahunta,GA,USA,31.21272417,-81.90539083
4J2,USBP,Nashville,GA,USA,31.21255556,-83.22627778
4J5,USBP,Quitman,GA,USA,30.80575139,-83.58654889
4J6,USBP,St Marys,GA,USA,30.75468028,-81.55731917
4K0,USBP,Pedro Bay,AK,USA,59.78960972,-154.1238331
4K5,USBP,Ouzinkie,AK,USA,57.92287611,-152.5005111
4K6,USBP,Bloomfield,IA,USA,40.73210556,-92.42826889
4KA,USBP,Tununak,AK,USA,60.57559667,-165.2731272
4M1,USBP,Berryville,AR,USA,36.38340333,-93.61685667
4M3,USBP,Carlisle,AR,USA,34.80823,-91.71205083
4M4,USBP,Clinton,AR,USA,35.59785528,-92.45182472
4M7,USBP,Russellville,KY,USA,36.79991667,-86.81016667
4M8,USBP,Clarendon,AR,USA,34.64870694,-91.39457111
4M9,USBP,Corning,AR,USA,36.40423139,-90.64792639
4N1,USBP,West Milford,NJ,USA,41.12854806,-74.34584611
4O3,USBP,Blackwell-Tonkawa,OK,USA,36.74511583,-97.34959972
4O4,USBP,Idabel,OK,USA,33.909325,-94.85835278
4O5,USBP,Cherokee,OK,USA,36.78336306,-98.35035083
4PH,USBP,Polacca,AZ,USA,35.79167222,-110.4234653
4R1,USBP,Lumberton,MS,USA,31.01546028,-89.48256556
4R3,USBP,Jackson,AL,USA,31.47210861,-87.89472083
4R4,USBP,Fairhope,AL,USA,30.4621125,-87.87801972
4R5,USBP,La Pointe,WI,USA,46.78865556,-90.75866944
4R7,USBP,Eunice,LA,USA,30.46628389,-92.42379917
4R9,USBP,Dauphin Island,AL,USA,30.26048083,-88.12749972
4S1,USBP,Gold Beach,OR,USA,42.41344444,-124.4242742
4S2,USBP,Hood River,OR,USA,45.67261833,-121.5364625
4S3,USBP,Joseph,OR,USA,45.35709583,-117.2532244
4S9,USBP,Mulino (Portland),OR,USA,45.21632417,-122.5900839
4SD,USBP,Reno,NV,USA,39.66738111,-119.8754169
4T6,USBP,Midlothian-Waxahachie,TX,USA,32.45609722,-96.91240972
4U3,USBP,Chester,MT,USA,48.51072222,-110.9908639
4U6,USBP,Circle,MT,USA,47.41861972,-105.5619431
4V0,USBP,Rangely,CO,USA,40.09469917,-108.7612172
4V1,USBP,Walsenburg,CO,USA,37.69640056,-104.7838747
4V9,USBP,Neligh,NE,USA,42.11222889,-98.0386775
4W1,USBP,Elizabethtown,NC,USA,34.60183722,-78.57973306
4Z4,USBP,Holy Cross,AK,USA,62.18829583,-159.7749503
4Z7,USBP,Hyder,AK,USA,55.90331972,-130.0067031
50I,USBP,Kentland,IN,USA,40.75873222,-87.42821917
50J,USBP,Moncks Corner,SC,USA,33.18605556,-80.03563889
50K,USBP,Pawnee City,NE,USA,40.11611111,-96.19445278
50R,USBP,Lockhart,TX,USA,29.85033333,-97.67241667
51D,USBP,Edgeley,ND,USA,46.34858333,-98.73555556
51Z,USBP,Minto,AK,USA,65.14370889,-149.3699647
52A,USBP,Madison,GA,USA,33.61212528,-83.46044333
52E,USBP,Timberon,NM,USA,32.63388889,-105.6863889
52J,USBP,Bishopville,SC,USA,34.24459889,-80.23729333
53A,USBP,Montezuma,GA,USA,32.302,-84.00747222
53K,USBP,Osage City,KS,USA,38.63334222,-95.80859806
54J,USBP,Defuniak Springs,FL,USA,30.7313,-86.15160833
55D,USBP,Grayling,MI,USA,44.68032028,-84.72886278
55J,USBP,Fernandina Beach,FL,USA,30.61170083,-81.462345
55S,USBP,Packwood,WA,USA,46.60400083,-121.6778664
56D,USBP,Upper Sandusky,OH,USA,40.88336139,-83.3145325
56M,USBP,Warsaw,MO,USA,38.34688889,-93.345425
56S,USBP,Seaside,OR,USA,46.01649694,-123.9054167
57B,USBP,Islesboro,ME,USA,44.30285556,-68.91058722
57C,USBP,East Troy,WI,USA,42.79711111,-88.3725
59B,USBP,Jackman,ME,USA,45.63199111,-70.24728944
5A4,USBP,Okolona,MS,USA,34.01580528,-88.72618944
5A6,USBP,Winona,MS,USA,33.46540139,-89.72924806
5A8,USBP,Aleknagik,AK,USA,59.28256167,-158.6176725
5A9,USBP,Warm Springs,GA,USA,32.93346222,-84.68881639
5B2,USBP,Saratoga Springs,NY,USA,43.05126111,-73.86119444
5B3,USBP,Danielson,CT,USA,41.81974056,-71.90096306
5B7,USBP,Troy,NY,USA,42.69091194,-73.57956
5CD,USBP,Chandalar Camp,AK,USA,68.06543944,-149.5797392
5D3,USBP,Owosso,MI,USA,42.99297222,-84.1389125
5F1,USBP,Post,TX,USA,33.20370556,-101.340415
5F4,USBP,Homer,LA,USA,32.78850806,-93.00366083
5G0,USBP,Le Roy,NY,USA,42.98136667,-77.93751389
5G7,USBP,Bluffton,OH,USA,40.88544444,-83.86863889
5G8,USBP,Jeanette,PA,USA,40.37645722,-79.60837583
5G9,USBP,Lambertville,MI,USA,41.7358775,-83.65541056
5HO,USBP,Hope,AK,USA,60.90415028,-149.6238389
5I4,USBP,Sheridan,IN,USA,40.17792583,-86.21729889
5J0,USBP,John Day,OR,USA,44.40416667,-118.9625
5J9,USBP,Loris,SC,USA,34.08848361,-78.86462028
5K2,USBP,Tribune,KS,USA,38.45418222,-101.7462828
5M0,USBP,Hartselle,AL,USA,34.40823444,-86.93295056
5M1,USBP,De Witt,AR,USA,34.2626,-91.30984194
5M4,USBP,Fordyce,AR,USA,33.84593722,-92.36542861
5M9,USBP,Marion,KY,USA,37.33616222,-88.11113611
5N8,USBP,Casselton,ND,USA,46.85469528,-97.20870028
5ND6,USBP,Hillsboro,ND,USA,47.35940778,-97.06041639
5NI,USBP,Nikolai,AK,USA,63.0174475,-154.3639608
5NK,USBP,Naknek,AK,USA,58.73288056,-157.0199197
5NN,USBP,Nondalton,AK,USA,59.97904306,-154.8396944
5R3,USBP,Lago Vista,TX,USA,30.498585,-97.96947222
5R4,USBP,Foley,AL,USA,30.42769722,-87.70082
5R5,USBP,Wharton,TX,USA,29.25427778,-96.15438889
5R8,USBP,De Quincy,LA,USA,30.44117222,-93.47349722
5S8,USBP,St. Michael,AK,USA,63.49005056,-162.1103692
5T5,USBP,Hillsboro,TX,USA,32.08348611,-97.09722722
5T6,USBP,Santa Teresa,NM,USA,31.88098556,-106.7048131
5T9,USBP,Eagle Pass,TX,USA,28.85719361,-100.5122997
5TE,USBP,Tetlin,AK,USA,63.13382361,-142.5219339
5U3,USBP,Ennis,MT,USA,45.27175833,-111.6486389
5U8,USBP,Geraldine,MT,USA,47.59664,-110.2660367
5V5,USBP,Shiprock,NM,USA,36.6977775,-108.7011986
5V8,USBP,Kadoka,SD,USA,43.83332611,-101.4970881
5W8,USBP,Siler City,NC,USA,35.7029175,-79.50529972
5Z1,USBP,Juneau,AK,USA,58.29888889,-134.4077778
5Z5,USBP,Kantishna,AK,USA,63.54171472,-150.9939547
60F,USBP,Seymour,TX,USA,33.64870417,-99.26063056
60J,USBP,Ocean Isle Beach,NC,USA,33.90850556,-78.43667222
61A,USBP,Camden,AL,USA,31.97987056,-87.33888056
61B,USBP,Boulder City,NV,USA,35.94748028,-114.8610967
61C,USBP,Fort Atkinson,WI,USA,42.96320278,-88.81762806
61J,USBP,Portland,OR,USA,45.52527778,-122.6709289
61S,USBP,Cottage Grove,OR,USA,43.79984528,-123.0289678
62D,USBP,Warren,OH,USA,41.26672278,-80.92897778
62H,USBP,Giddings,TX,USA,30.16927167,-96.98001083
62S,USBP,Christmas Valley,OR,USA,43.23653139,-120.6660967
63A,USBP,Petersburg,AK,USA,56.81131972,-132.9600567
63C,USBP,Adams/Friendship,WI,USA,43.96117222,-89.78804889
63S,USBP,Colville,WA,USA,48.54156944,-117.8844247
65J,USBP,Wrens,GA,USA,33.222645,-82.38373611
65S,USBP,Bonners Ferry,ID,USA,48.72632639,-116.2954761
66D,USBP,Sturgis,SD,USA,44.41761111,-103.3747778
67L,USBP,Mesquite,NV,USA,36.83497556,-114.0552453
68A,USBP,Wrangell,AK,USA,56.466325,-132.3800181
68S,USBP,Davenport,WA,USA,47.65404528,-118.1677519
6A1,USBP,Butler,GA,USA,32.56736694,-84.25074833
6A2,USBP,Griffin,GA,USA,33.22697222,-84.27494444
6A3,USBP,Andrews,NC,USA,35.19453167,-83.86490194
6A4,USBP,Mountain City,TN,USA,36.41789833,-81.82511528
6A8,USBP,Allakaket,AK,USA,66.55194444,-152.6222222
6B0,USBP,Middlebury,VT,USA,43.98478278,-73.09594889
6B4,USBP,Utica/Frankfort,NY,USA,43.02090306,-75.17043861
6B6,USBP,Stow,MA,USA,42.46045361,-71.51791444
6B8,USBP,Lyndonville,VT,USA,44.56911417,-72.01797889
6B9,USBP,Skaneateles,NY,USA,42.91395583,-76.44076889
6D6,USBP,Greenville,MI,USA,43.14228139,-85.25380722
6D8,USBP,Valley City,ND,USA,46.94100778,-98.01762611
6F1,USBP,Talihina,OK,USA,34.70777139,-95.07378583
6G1,USBP,Titusville,PA,USA,41.60880861,-79.74133111
6G5,USBP,Barnesville,OH,USA,40.00243139,-81.19183
6I2,USBP,Springfield,KY,USA,37.63355556,-85.24216667
6J0,USBP,Pelion,SC,USA,33.79463889,-81.24586111
6J2,USBP,St George,SC,USA,33.1955,-80.50847222
6J4,USBP,Saluda,SC,USA,33.92680111,-81.79455306
6K3,USBP,Creighton,NE,USA,42.47083694,-97.88367778
6K4,USBP,Fairview,OK,USA,36.29014667,-98.47582833
6K8,USBP,Tok,AK,USA,63.32881806,-142.9536194
6L4,USBP,Logan,WV,USA,37.85567778,-81.91589722
6M2,USBP,Horseshoe Bend,AR,USA,36.21673389,-91.75014556
6M6,USBP,Monticello,MO,USA,40.12916667,-91.67833333
6M7,USBP,Marianna,AR,USA,34.78027778,-90.81055556
6M8,USBP,Marked Tree,AR,USA,35.53341472,-90.40149028
6N5,USBP,New York,NY,USA,40.74260167,-73.97208306
6N7,USBP,New York,NY,USA,40.73399083,-73.97291639
6N8,USBP,Thedford,NE,USA,41.96217028,-100.5690139
6R3,USBP,Cleveland,TX,USA,30.35643,-95.00801472
6R7,USBP,Old Harbor,AK,USA,57.21810306,-153.2697494
6R9,USBP,Llano,TX,USA,30.78450278,-98.66025083
6S0,USBP,Big Timber,MT,USA,45.80638889,-109.9811111
6S2,USBP,Florence,OR,USA,43.97901,-124.1095631
6S3,USBP,Columbus,MT,USA,45.6291075,-109.2507167
6S5,USBP,Hamilton,MT,USA,46.25149444,-114.1255403
6S8,USBP,Laurel,MT,USA,45.70308833,-108.7610886
6V0,USBP,Edgemont,SD,USA,43.29525056,-103.8435325
6V3,USBP,Richlands,VA,USA,37.06374667,-81.79826944
6V4,USBP,Wall,SD,USA,43.99498861,-102.2504367
6V6,USBP,Nucla,CO,USA,38.23879833,-108.5632597
70J,USBP,Cairo,GA,USA,30.88797667,-84.15473528
71J,USBP,Ozark,AL,USA,31.43113889,-85.61922222
72S,USBP,Rosalia,WA,USA,47.23683778,-117.4210244
73C,USBP,Lancaster,WI,USA,42.78054722,-90.68096028
73J,USBP,Beaufort,SC,USA,32.4121375,-80.63455083
74D,USBP,Moundsville,WV,USA,39.88083333,-80.73577778
74S,USBP,Anacortes,WA,USA,48.4989925,-122.6623956
74V,USBP,Roosevelt,UT,USA,40.27829167,-110.0512619
75J,USBP,Ashburn,GA,USA,31.68545833,-83.63211194
76G,USBP,Marine City,MI,USA,42.72086583,-82.59574694
77G,USBP,Marlette,MI,USA,43.31183,-83.09091444
77S,USBP,Creswell,OR,USA,43.93206889,-123.0067483
78D,USBP,Caro,MI,USA,43.45908333,-83.44522222
79D,USBP,Philippi,WV,USA,39.16620778,-80.06258056
79J,USBP,Andalusia,AL,USA,31.30875278,-86.39376083
79S,USBP,Fort Benton,MT,USA,47.84583333,-110.6336111
7A0,USBP,Greensboro,AL,USA,32.68147222,-87.66208333
7A2,USBP,Demopolis,AL,USA,32.46381944,-87.95406389
7A3,USBP,Lanett,AL,USA,32.81204611,-85.22958111
7A5,USBP,Roanoke,AL,USA,33.12928722,-85.366615
7A8,USBP,Spruce Pine,NC,USA,35.94457028,-81.99566944
7B2,USBP,Northampton,MA,USA,42.32816806,-72.61151667
7D2,USBP,Troy,MI,USA,42.54294389,-83.17790861
7F3,USBP,Caddo Mills,TX,USA,33.03622222,-96.24313889
7F6,USBP,Clarksville,TX,USA,33.59316472,-95.06355528
7F7,USBP,Clifton,TX,USA,31.81682333,-97.56696361
7F9,USBP,Comanche,TX,USA,31.91681306,-98.600325
7G0,USBP,Brockport,NY,USA,43.18118194,-77.91362333
7G8,USBP,Middlefield,OH,USA,41.44960972,-81.06292972
7I7,USBP,Bellefontaine,OH,USA,40.41208333,-83.73686111
7K0,USBP,Pikeville,KY,USA,37.56173889,-82.56660694
7K2,USBP,Skagway,AK,USA,59.44689528,-135.3226633
7K4,USBP,Hartford,KY,USA,37.45832417,-86.84995194
7K8,USBP,South Sioux City,NE,USA,42.45416111,-96.47253111
7KA,USBP,Tatitlek,AK,USA,60.86890528,-146.6864653
7M1,USBP,McGehee,AR,USA,33.62022111,-91.36484056
7M3,USBP,Mount Ida,AR,USA,34.52926056,-93.52713472
7M4,USBP,Osceola,AR,USA,35.69114639,-90.01012028
7M5,USBP,Ozark,AR,USA,35.51069583,-93.8393075
7M7,USBP,Piggott,AR,USA,36.37820556,-90.16624167
7N0,USBP,New Orleans,LA,USA,29.95194444,-90.08166667
7N1,USBP,Corning,NY,USA,42.17590722,-77.11219278
7N7,USBP,Pedrictown,NJ,USA,39.73556333,-75.39772111
7S0,USBP,Ronan,MT,USA,47.57076861,-114.0967783
7S1,USBP,Twin Bridges,MT,USA,45.53325917,-112.3091656
7S5,USBP,Independence,OR,USA,44.86676444,-123.1982475
7S6,USBP,White Sulphur Springs,MT,USA,46.50410722,-110.9132667
7S7,USBP,Valier,MT,USA,48.29997583,-112.2508711
7V1,USBP,Buena Vista,CO,USA,38.81416194,-106.1206939
7V7,USBP,Red Cloud,NE,USA,40.08473556,-98.54061694
7W6,USBP,Englehard,NC,USA,35.5623925,-75.95518417
80F,USBP,Antlers,OK,USA,34.19260083,-95.64985889
81B,USBP,Norway,ME,USA,44.15742611,-70.48129583
82C,USBP,New Lisbon,WI,USA,43.83872167,-90.13768389
82V,USBP,Pine Bluffs,WY,USA,41.15331528,-104.1302292
83D,USBP,St Ignace,MI,USA,45.89029056,-84.73755083
84D,USBP,Eagle Butte,SD,USA,44.984375,-101.2510417
84K,USBP,Meyers Chuck,AK,USA,55.73963611,-132.2550183
84R,USBP,Smithville,TX,USA,30.03048028,-97.16687194
85V,USBP,Ganado,AZ,USA,35.70140278,-109.5103814
86F,USBP,Carnegie,OK,USA,35.12061417,-98.5806175
87I,USBP,Yazoo City,MS,USA,32.883215,-90.4636475
87Y,USBP,Madison,WI,USA,43.10491444,-89.18553833
88C,USBP,Palmyra,WI,USA,42.88355556,-88.59743056
88J,USBP,Allendale,SC,USA,32.99512944,-81.27024583
88M,USBP,Eureka,MT,USA,48.96885444,-115.0704464
89D,USBP,Kelleys Island,OH,USA,41.60282583,-82.684625
8A0,USBP,Albertville,AL,USA,34.22910972,-86.25575806
8A1,USBP,Guntersville,AL,USA,34.39944167,-86.27016111
8A3,USBP,Livingston,TN,USA,36.41217389,-85.31154861
8B0,USBP,Rangeley,ME,USA,44.991895,-70.66462472
8D1,USBP,New Holstein,WI,USA,43.94424111,-88.1134775
8D3,USBP,Sisseton,SD,USA,45.67079278,-96.99619167
8D4,USBP,Sparta,MI,USA,43.12860833,-85.67689778
8D7,USBP,Clark,SD,USA,44.89570278,-97.71191361
8D9,USBP,Howard,SD,USA,44.02914056,-97.53784778
8F7,USBP,Decatur,TX,USA,33.25463889,-97.58055556
8G2,USBP,Corry,PA,USA,41.90755611,-79.64105083
8G6,USBP,Cadiz,OH,USA,40.23820667,-81.01256917
8G7,USBP,Zelienople,PA,USA,40.80161944,-80.16072889
8K8,USBP,Cimarron,KS,USA,37.83057667,-100.3504222
8K9,USBP,Ketchikan,AK,USA,55.38965028,-131.7380742
8M1,USBP,Booneville,MS,USA,34.58981806,-88.64699861
8S1,USBP,Polson,MT,USA,47.69543861,-114.1851178
8S2,USBP,Cashmere,WA,USA,47.51484611,-120.4848025
8S5,USBP,Mt Pleasant,SC,USA,32.89783333,-79.78286111
8U6,USBP,Terry,MT,USA,46.77917333,-105.3047083
8U8,USBP,Townsend,MT,USA,46.33111111,-111.4813889
8V2,USBP,Atkinson,NE,USA,42.56250167,-99.03787611
8Y2,USBP,Buffalo,MN,USA,45.15904694,-93.84330361
91C,USBP,Prairie Du Sac,WI,USA,43.2969325,-89.75595639
91F,USBP,Canadian,OK,USA,35.15426444,-95.62026389
93B,USBP,Stonington,ME,USA,44.17508056,-68.67863722
93C,USBP,Richland Center,WI,USA,43.28333333,-90.29827778
93F,USBP,Cheyenne,OK,USA,35.60393694,-99.70343889
93Y,USBP,David City,NE,USA,41.23334583,-97.11698111
94K,USBP,Cassville,MO,USA,36.69741667,-93.90052778
95F,USBP,Cleveland,OK,USA,36.28340306,-96.46418833
96D,USBP,Walhalla,ND,USA,48.94057222,-97.902775
96Z,USBP,North Whale Pass,AK,USA,56.11631056,-133.1217153
97M,USBP,Ekalaka,MT,USA,45.87791444,-104.5375072
98D,USBP,Onida,SD,USA,44.70414917,-100.1087353
99N,USBP,Bamburg,SC,USA,33.30515528,-81.10898917
99Y,USBP,Greeley,NE,USA,41.55834528,-98.54618528
9A1,USBP,Covington,GA,USA,33.6324825,-83.84955806
9A3,USBP,Chuathbaluk,AK,USA,61.58317306,-159.2359667
9A4,USBP,Courtland,AL,USA,34.65938889,-87.34883333
9A5,USBP,LaFayette,GA,USA,34.68896917,-85.29023333
9A6,USBP,Chester,SC,USA,34.78933333,-81.19577778
9A8,USBP,Ugashik,AK,USA,57.5278675,-157.3993056
9C8,USBP,Evart,MI,USA,43.8958525,-85.27920861
9D0,USBP,Highmore,SD,USA,44.54165056,-99.44622306
9D1,USBP,Gregory,SD,USA,43.22174722,-99.4033
9D2,USBP,Buffalo,SD,USA,45.58055222,-103.5296356
9D7,USBP,Cando,ND,USA,48.4841675,-99.23680389
9D9,USBP,Hastings,MI,USA,42.66361778,-85.34625944
9G0,USBP,Buffalo,NY,USA,42.86200306,-78.71658528
9G1,USBP,Tarentum,PA,USA,40.60423333,-79.82060611
9G3,USBP,Akron,NY,USA,43.02108667,-78.48296778
9G5,USBP,Gasport,NY,USA,43.18200222,-78.55780528
9G8,USBP,Ebensburg,PA,USA,40.46121083,-78.77524389
9I0,USBP,Havana,IL,USA,40.221155,-90.02289361
9I3,USBP,West Liberty,KY,USA,37.91453139,-83.25212111
9K2,USBP,Kokhanok,AK,USA,59.43264556,-154.8027058
9K4,USBP,Warrensburg,MO,USA,38.7842425,-93.80285417
9K7,USBP,Ellsworth,KS,USA,38.74750889,-98.23061222
9K8,USBP,Kingman,KS,USA,37.66660278,-98.12264722
9M4,USBP,Ackerman,MS,USA,33.3034575,-89.22840028
9M6,USBP,Oak Grove,LA,USA,32.84921361,-91.40390611
9M8,USBP,Sheridan,AR,USA,34.32842917,-92.35098583
9S2,USBP,Scobey,MT,USA,48.80772722,-105.43947
